# Misak empirical constants for 1/H(S)
# Eq: invH = B4/S^a + B3*S^3 - B2*S^2 + B1*S - B0
# Columns: S_min S_max a B4 B3 B2 B1 B0
0.401	0.460	2.56651	0.32720	0.00000	0.97553	0.84059	0.18069
0.460	0.590	2.59725	0.31968	0.00000	0.46898	0.50059	0.13261
0.590	0.680	2.62435	0.31522	0.00000	0.11714	0.15756	0.05285
0.680	0.900	2.64267	0.31345	0.00000	0.09155	0.14701	0.05877
0.900	1.000	2.84636	0.30715	-0.69116 -1.08315 -0.18341 0.20970
